epoch,acc,loss,val_acc,val_loss
0,0.829292194413,0.377816205902,0.807797910289,0.404630712138
1,0.857592541266,0.321861613032,0.825919817137,0.384308414529
2,0.869277941996,0.301216053194,0.823723223954,0.38546047703
3,0.876419840904,0.28595215917,0.827567269061,0.38752825685
4,0.882507533643,0.273856107557,0.823723223954,0.395502791046
5,0.887570710544,0.263215720169,0.820977482476,0.39637487842
6,0.892143904553,0.253869343526,0.823723230501,0.399225316782
7,0.896553770248,0.245622969471,0.825919817137,0.407646024967
8,0.9003400178,0.238160894943,0.830313010048,0.406832425788
9,0.903977786737,0.231351316228,0.824821521037,0.410194830047
