1.70316482, 1.64144993, 0.66996378, 1.06000865, 0.56049043, 1.14231420, 0.19325118, 0.56025153, 0.21371652, 0.36676857, 0.20209956, 0.48010358, 0.40053523, 0.41926327, 0.46378893, 0.48485017, 0.48516512, 0.50213987, 0.40743083, 0.62931395, 0.51606661, 0.44064352, 0.37989530, 0.39318535, 0.40511462, 0.46350449, 0.29326260, 0.47318661, 0.56363863, 0.38846269, 0.25851527, 0.42863891, 0.55213541, 0.57984251, 0.61850446, 0.36127752, 0.90836352, 0.43523872, 0.29225403, 0.38060039, 0.29425633, 0.29298127, 0.84126246, 0.68435758, 0.55334437, 0.62588257, 0.36560997, 0.54835975, 0.37261128, 0.51401132, 
0.47453094, 1.11580086, 1.27363718, 0.38477901, 1.60047102, 1.07234454, 0.60822409, 0.09445462, 1.33435845, 0.20574197, 1.32673538, 1.64964676, 0.41570386, 0.74077415, 1.46573532, 0.76281255, 0.48208839, 0.24261838, 1.43239832, 1.54016376, 0.49181390, 1.60506201, 0.86163664, 1.46878850, 1.57997561, 0.43164429, 0.35385805, 0.60361242, 0.63738495, 0.60741925, 0.27886388, 0.50348431, 0.57150924, 0.65952253, 0.49276507, 0.47382793, 0.88295215, 0.36043999, 0.31508735, 0.55984533, 0.55461973, 0.29003450, 0.75696313, 0.85652488, 0.46614176, 0.40447468, 0.37155983, 0.51498687, 0.39750016, 0.39610556, 
0.57112437, 0.45662907, 1.36491108, 0.44587556, 1.32706940, 0.83795929, 0.98335779, 0.19124806, 1.42007148, 1.09574032, 1.23279750, 1.02568257, 0.45018959, 1.75908649, 1.63644826, 0.57214093, 0.37250894, 1.45536721, 0.62506670, 0.77164823, 0.64613771, 0.48852685, 0.35016143, 0.40045515, 0.41876820, 0.55047590, 0.23381081, 0.59666091, 0.55046070, 0.48839578, 0.21084465, 0.33469850, 0.59795392, 0.62361199, 0.54100502, 0.44607282, 0.84113508, 0.37706923, 0.34182641, 0.44688106, 0.32248378, 0.33022895, 0.82510239, 0.74083132, 0.49645311, 0.42611367, 0.35716122, 0.51190603, 0.57340097, 0.40961561, 
0.95025629, 1.32568097, 1.47766328, 1.42493320, 1.27768278, 1.65859056, 0.23881927, 1.23832798, 0.75320280, 0.91475379, 0.48817050, 0.36526933, 0.56601745, 0.58368218, 0.52765203, 0.36026773, 0.54376531, 0.32537839, 0.43401325, 0.69008833, 0.43606225, 0.46661788, 0.51460111, 0.46911156, 0.44918159, 0.36542425, 0.24291548, 0.38134369, 0.54143149, 0.56051761, 0.26675051, 0.54356331, 0.49512109, 0.44560716, 0.61144882, 0.48857307, 0.84707457, 0.45802015, 0.40404487, 0.43083999, 0.54205549, 0.31579596, 0.82873780, 0.71029395, 0.53654838, 0.51492167, 0.36881974, 0.34250212, 0.45704132, 0.48733214, 
1.87339544, 0.57164538, 1.87596560, 1.08283103, 1.58220685, 1.14382541, 1.19393098, 0.35642156, 0.71733010, 1.14870965, 1.49462891, 1.52926016, 0.37809998, 1.35021663, 1.26455045, 1.31053329, 0.58064389, 0.23962538, 0.34342805, 0.51514292, 0.32044068, 0.58079505, 0.24044873, 0.32162467, 0.54597634, 0.36781380, 0.23816951, 0.56159985, 0.58025724, 0.49892703, 0.30294454, 0.51114374, 0.47991773, 0.51932603, 0.61076128, 0.52664793, 0.87801397, 0.41353631, 0.37882870, 0.55625236, 0.25127795, 0.22749759, 0.86311215, 0.71235418, 0.56655681, 0.65245181, 0.28334710, 0.63056839, 0.37345135, 0.52649003, 
0.73651958, 0.95979208, 1.74501169, 1.46729362, 1.29728365, 0.87499911, 0.10435981, 1.30821073, 0.44582382, 1.16321480, 0.35084486, 0.19756924, 0.23227099, 0.22057366, 0.26035991, 0.19049363, 0.38263911, 0.33892894, 0.38204801, 0.39350104, 0.43778059, 0.52732289, 0.35509807, 0.42095163, 0.41219676, 0.37551633, 0.14751886, 0.61686355, 0.58115405, 0.51197416, 0.26533127, 0.50249559, 0.42654184, 0.52841836, 0.61075914, 0.57849383, 0.93253767, 0.55778265, 0.26987582, 0.46267068, 0.29658487, 0.14745042, 0.92603707, 0.69633174, 0.62526971, 0.64239740, 0.22944133, 0.46641147, 0.36545184, 0.55599844, 
1.60354483, 0.34597039, 0.30247128, 1.18098855, 0.12689285, 1.13211036, 0.17907014, 1.19379830, 1.10616148, 0.80479634, 1.83762455, 0.48531467, 0.74949098, 1.58986378, 1.14392829, 1.51418209, 1.33033288, 0.39276144, 0.66304952, 0.70769566, 0.56871325, 0.46949267, 0.38006267, 0.35914427, 0.45668897, 0.27922389, 0.56683278, 0.43631247, 0.60806489, 0.30350167, 0.37603462, 0.40792915, 0.64564228, 0.52017242, 0.51522964, 0.31431627, 0.91130954, 0.49467969, 0.23184575, 0.63352448, 0.42017651, 0.18219693, 0.81106764, 0.82473338, 0.44775140, 0.43419755, 0.30901465, 0.43461308, 0.43769151, 0.51222670, 
0.87908679, 0.33715922, 1.13447475, 0.10704301, 0.88113338, 1.34714448, 1.40646052, 0.80001956, 1.35566413, 0.70204550, 1.85792637, 1.49038815, 1.78556275, 1.45243609, 0.80878562, 1.44033158, 0.97941244, 1.08774209, 1.60660720, 0.56010050, 0.70819020, 0.39644986, 0.32214499, 0.59469795, 0.45722470, 0.29754758, 0.62333667, 0.39657751, 0.46331879, 0.43958393, 0.30089933, 0.58123040, 0.56439632, 0.55008054, 0.74149317, 0.36491925, 0.80846339, 0.44606146, 0.34089616, 0.46466178, 0.55467451, 0.36214229, 0.71398789, 0.71975440, 0.41402543, 0.37620005, 0.37564361, 0.35402542, 0.44573468, 0.63668877, 
0.81283653, 0.49638748, 1.10981321, 0.26859224, 1.68031478, 0.72818446, 0.71043843, 1.18831253, 1.17443776, 0.23694924, 0.36970031, 1.20163941, 0.50569689, 1.25326049, 1.05312204, 0.94709128, 0.64025003, 0.33049029, 0.28512907, 0.33767954, 0.46560624, 0.45809469, 0.41224974, 0.47305176, 0.43036327, 0.52654171, 0.23450550, 0.55928981, 0.51971632, 0.51071984, 0.31679508, 0.52365345, 0.46309727, 0.60601419, 0.69770992, 0.44756180, 0.85626900, 0.41444144, 0.22101629, 0.39241529, 0.34641212, 0.26564169, 0.80420077, 0.77771091, 0.52600783, 0.63265890, 0.29273251, 0.53460050, 0.39487115, 0.53727078, 
0.75288010, 0.86479384, 1.81586456, 1.43810308, 1.36847568, 0.67798150, 0.53027403, 0.16523671, 0.29523730, 0.27656510, 0.32750836, 0.41132721, 0.35016122, 0.30574641, 0.55796582, 0.25687838, 0.53814620, 0.28148177, 0.55435675, 0.55449384, 0.44722208, 0.43823844, 0.39884672, 0.44395876, 0.49294028, 0.41321644, 0.14808962, 0.59545231, 0.59457004, 0.40370518, 0.23878215, 0.45993707, 0.53954154, 0.60673857, 0.54417479, 0.55577374, 0.91713494, 0.42378369, 0.27652338, 0.50354373, 0.30574384, 0.20034488, 0.91019928, 0.73468876, 0.61444712, 0.54964882, 0.28742182, 0.51401854, 0.45257843, 0.40585700, 
